LUID	Date	Hour	Instances
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	10	154
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	11	181
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	12	166
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	13	149
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	14	149
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	15	166
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	16	75
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-10	17	23
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-13	23	137
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	0	182
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	1	181
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	2	187
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	3	190
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	4	186
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	5	187
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	6	180
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	7	172
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	8	66
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	9	81
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	10	128
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	11	94
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	12	68
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	13	193
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	14	163
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	15	90
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	16	113
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	17	112
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	18	176
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	19	195
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	20	180
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	21	177
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	22	188
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-14	23	170
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	0	200
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	1	199
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	2	199
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	3	202
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	4	214
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	5	190
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	6	193
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	7	108
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	8	111
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	9	139
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	10	111
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	11	87
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	12	127
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	13	138
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	14	88
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	15	115
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	16	103
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	17	100
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	18	172
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	19	190
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	20	172
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	21	174
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	22	185
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-15	23	109
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	0	192
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	1	185
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	2	192
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	3	195
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	4	194
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	5	191
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	6	186
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	7	194
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	8	202
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	9	138
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	10	178
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	11	176
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	12	118
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	13	164
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	14	160
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	15	106
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	16	98
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	17	119
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	18	119
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	19	150
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	20	189
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	21	159
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	22	160
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-16	23	173
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-17	0	176
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-17	1	179
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2018-02-17	2	56
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2021-04-17	21	5
1693c816aabec8cf188172bf3b81a9ea16ea8d8558d9db39243a95aa176273e3	2021-12-07	18	2
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	13	80
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	14	224
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	15	38
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	19	84
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	20	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	21	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	22	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-27	23	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	0	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	1	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	2	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	3	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	4	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	5	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	6	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	7	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	8	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	9	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	10	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	11	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	12	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	13	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	14	116
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	15	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-11-28	16	55
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	13	53
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	14	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	15	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	16	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	17	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	18	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	19	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	20	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	21	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	22	115
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-07	23	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	0	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	1	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	2	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	3	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	4	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	5	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	6	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	7	56
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	14	63
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	15	114
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	16	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	17	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	18	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	19	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	20	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	21	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	22	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-08	23	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	0	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	1	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	2	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	3	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	4	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	5	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	6	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	7	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	8	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	9	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	10	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	11	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	12	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	13	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2017-12-09	14	6
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	13	15
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	14	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	15	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	16	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	17	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	18	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	19	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	20	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	21	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	22	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-04	23	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-05	0	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-05	1	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-05	2	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-03-05	3	43
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	15	36
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	16	120
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	17	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	18	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	19	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	20	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	21	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	22	117
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-09	23	112
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-10	0	119
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-10	1	118
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-10	2	116
169b5bb8da4b35b6b187433bc239a3f8d824c8cd4f8247fac412915540fd5c3e	2018-04-10	3	76
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	14	146
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	15	238
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	16	240
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	17	240
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	18	239
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	19	239
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	20	236
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	21	240
181ed78c08756ecae94570533f91d6ff47297e6ff2888dc606b5ef2efa9b6303	2017-11-27	22	89
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	12	84
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	13	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	14	118
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	15	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	16	118
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	17	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	18	117
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	19	116
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	20	117
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	21	116
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	22	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-12	23	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-13	0	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-13	1	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-13	2	120
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-13	3	93
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-16	22	9
197bee8857b64a693ac7bde42436205e14db932fd52877882c304aaced2295ff	2018-03-16	23	95
19eaa57da3b5e5bb633da3fb5129dfc9264ee7808b0dc78b0068dcee177b3b05	2018-01-30	21	1
19eaa57da3b5e5bb633da3fb5129dfc9264ee7808b0dc78b0068dcee177b3b05	2018-07-23	2	37
19eaa57da3b5e5bb633da3fb5129dfc9264ee7808b0dc78b0068dcee177b3b05	2018-07-23	3	29
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	7	1
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	8	18
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	9	21
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	10	33
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	11	51
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	12	11
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	13	11
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	14	21
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	15	13
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	16	9
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	17	14
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	18	16
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	19	5
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	20	4
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	21	1
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-23	23	10
1c4eb80fa46831f746231e9a59ad093f9c501b16d8a4d83505ecbf8372617b58	2018-01-24	0	18
1d2d38de74593f9be21956d6d4e2cb7e402874907ca91e368a3ca9e51803e743	2017-11-30	16	2
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	13	52
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	14	238
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	15	237
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	16	240
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	17	235
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	18	238
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	19	239
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	20	238
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	21	238
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	22	240
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-11	23	240
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-12	0	240
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-12	1	2
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-27	18	37
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-27	19	120
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-27	20	100
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-27	21	86
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-27	22	120
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2017-12-27	23	27
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	16	21
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	17	120
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	18	116
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	19	112
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	20	119
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	21	120
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	22	120
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-01-30	23	74
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-02-24	9	108
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-02-24	10	86
1d9d4ab347cb22f53fb9b165687cd552823f2aafc67c5ec6513c8ca135949604	2018-02-24	11	117
